sessionID,unit,ssrt,coherence,ssd,nStop,pValue40ms,cancelTime
jp106n02,spikeUnit23,96,0.55,100,27,0.116622697836125,14
jp106n02,spikeUnit23,96,0.55,386,29,0.0499536404375243,-8
jp106n02,spikeUnit31,96,0.6,243,18,0.969692673111831,29
jp106n02,spikeUnit31,96,0.55,243,22,0.70465942334927,41
jp106n02,spikeUnit31,96,0.6,100,26,0.611040862989427,19
jp106n02,spikeUnit31,96,0.55,100,27,0.583774902457924,15
jp106n02,spikeUnit31,96,0.55,386,29,0.721034934476255,24
jp106n02,spikeUnit32,96,0.6,243,18,0.293785604952284,2
jp106n02,spikeUnit32,96,0.55,243,22,0.909810215810797,27
jp106n02,spikeUnit32,96,0.6,100,26,0.0675662489057895,-9
jp106n02,spikeUnit32,96,0.55,100,27,0.134761749731253,40
jp106n02,spikeUnit32,96,0.55,386,29,0.259441161852113,-12
jp110n02,spikeUnit03,85,0.6,234,10,0.412879586430787,39
jp110n02,spikeUnit03,85,0.55,89,13,0.0271613689647734,-5
jp110n02,spikeUnit03,85,0.55,234,24,0.261105444428204,11
jp110n02,spikeUnit03,85,0.6,89,27,0.0216323882214856,-14
jp110n02,spikeUnit03,85,0.6,378,31,0.10111196098342,57
jp110n02,spikeUnit03,85,0.55,378,37,0.54951376030514,97
jp110n02,spikeUnit10,85,0.6,234,10,0.0583274873246558,1
jp110n02,spikeUnit10,85,0.55,89,13,0.597914913382645,26
jp110n02,spikeUnit10,85,0.55,234,24,0.19420092517372,27
jp110n02,spikeUnit10,85,0.6,89,27,0.770656259511053,48
jp110n02,spikeUnit10,85,0.6,378,31,0.058960695986066,-12
jp110n02,spikeUnit10,85,0.55,378,37,0.48584753874029,95
jp110n02,spikeUnit15,85,0.6,234,10,0.74196835728053,26
jp110n02,spikeUnit15,85,0.55,89,13,0.350329624208509,31
jp110n02,spikeUnit15,85,0.55,234,24,0.802594161115415,26
jp110n02,spikeUnit15,85,0.6,89,27,0.247505750469259,33
jp110n02,spikeUnit15,85,0.6,378,31,0.377778304459467,6
jp110n02,spikeUnit15,85,0.55,378,37,0.227012705234272,13
jp110n02,spikeUnit16,85,0.6,234,10,0.00481322031605089,-2
jp110n02,spikeUnit16,85,0.55,89,13,0.0746500218858568,18
jp110n02,spikeUnit16,85,0.55,234,24,0.0017830068894898,-8
jp110n02,spikeUnit16,85,0.6,89,27,0.019360407093504,6
jp110n02,spikeUnit16,85,0.6,378,31,0.00857235484961635,-4
jp110n02,spikeUnit16,85,0.55,378,37,0.17747556223367,-3
jp110n02,spikeUnit25,85,0.6,234,10,0.348234269214828,18
jp110n02,spikeUnit25,85,0.55,89,13,0.0591622007182047,9
jp110n02,spikeUnit25,85,0.55,234,24,0.029839824624179,-31
jp110n02,spikeUnit25,85,0.6,89,27,0.765274532913936,13
jp110n02,spikeUnit25,85,0.6,378,31,0.473751584398156,59
jp110n02,spikeUnit25,85,0.55,378,37,0.694929609833523,42
jp113n02,spikeUnit09,75,0.4,89,12,0.104752187764205,61
jp113n02,spikeUnit09,75,0.45,233,25,0.0212813125034602,-10
jp113n02,spikeUnit09,75,0.4,233,30,0.0931063826460014,NaN
jp113n02,spikeUnit09,75,0.45,379,31,0.463332240440775,NaN
jp113n02,spikeUnit09,75,0.45,89,43,0.729187339438587,-75
jp113n02,spikeUnit26,75,0.6,233,11,0.771898771971969,28
jp113n02,spikeUnit26,75,0.55,233,20,0.974918564493064,36
jp113n02,spikeUnit26,75,0.55,379,23,0.021229859908182,-35
jp113n02,spikeUnit26,75,0.6,379,29,0.744421911401587,23
jp113n02,spikeUnit26,75,0.6,89,35,0.519430079186541,78
jp114n04,spikeUnit13,93,0.55,232,11,0.00241527546381987,-2
jp114n04,spikeUnit13,93,0.6,232,13,0.0705438381417225,20
jp114n04,spikeUnit13,93,0.6,88,15,0.600865442549623,46
jp114n04,spikeUnit13,93,0.6,378,36,0.0277796502433607,-8
jp114n04,spikeUnit13,93,0.55,378,41,0.0934992561706902,-12
jp114n04,spikeUnit14,93,0.55,232,11,0.00391742786649375,-9
jp114n04,spikeUnit14,93,0.6,232,13,0.0106856592856533,-2
jp114n04,spikeUnit14,93,0.6,88,15,0.220046130514955,16
jp114n04,spikeUnit14,93,0.6,378,36,0.130659817706522,-10
jp114n04,spikeUnit14,93,0.55,378,41,0.135608349342009,-21
jp119n02,spikeUnit15,100,0.6,234,23,0.00179934971188909,-21
jp119n02,spikeUnit15,100,0.55,234,26,0.00797574120430984,-24
jp119n02,spikeUnit15,100,0.55,90,28,0.0504102510789211,-19
jp119n02,spikeUnit15,100,0.6,90,38,0.109963361405147,12
jp119n02,spikeUnit26,100,0.6,234,23,1.64024600444823e-06,-19
jp119n02,spikeUnit26,100,0.55,234,26,0.000479101832880688,-27
jp119n02,spikeUnit26,100,0.55,90,28,0.00120457374432447,-46
jp119n02,spikeUnit26,100,0.6,90,38,0.0135572496222944,-2
jp119n02,spikeUnit27,100,0.6,234,23,6.11948131649114e-05,-65
jp119n02,spikeUnit27,100,0.55,234,26,0.0638711260643088,-26
jp119n02,spikeUnit27,100,0.55,90,28,0.00141620877902444,-11
jp119n02,spikeUnit27,100,0.6,90,38,0.00364806043977225,-10
jp121n02,spikeUnit09,71,0.6,233,14,0.000372776070625357,-17
jp121n02,spikeUnit09,71,0.56,377,21,4.60817954007006e-07,-71
jp121n02,spikeUnit09,71,0.56,233,23,0.00219345932813475,-2
jp121n02,spikeUnit09,71,0.6,88,25,0.0171570371090394,5
jp121n02,spikeUnit09,71,0.6,377,27,0.000752461413631176,-10
jp121n02,spikeUnit10,71,0.6,233,14,0.00220697701776081,-24
jp121n02,spikeUnit10,71,0.56,377,21,6.99312894101583e-05,-61
jp121n02,spikeUnit10,71,0.56,233,23,0.00029343525555833,-8
jp121n02,spikeUnit10,71,0.6,88,25,0.00137081993885755,-6
jp121n02,spikeUnit10,71,0.6,377,27,0.0538447526730535,6
jp121n02,spikeUnit11,71,0.6,233,14,0.0114186688081639,-29
jp121n02,spikeUnit11,71,0.56,377,21,0.00179458589031171,-40
jp121n02,spikeUnit11,71,0.56,233,23,0.0149982377761478,-8
jp121n02,spikeUnit11,71,0.6,88,25,0.913635802335727,38
jp121n02,spikeUnit11,71,0.6,377,27,0.0949698625549324,6
jp121n02,spikeUnit12,71,0.6,233,14,0.0109968104243203,-25
jp121n02,spikeUnit12,71,0.56,377,21,0.0389842618008911,-34
jp121n02,spikeUnit12,71,0.56,233,23,0.440035423253752,26
jp121n02,spikeUnit12,71,0.6,88,25,0.0213861205570711,-23
jp121n02,spikeUnit12,71,0.6,377,27,0.299332775286473,14
jp121n02,spikeUnit13,71,0.6,233,14,0.00598666387993539,-19
jp121n02,spikeUnit13,71,0.56,377,21,1.03653007036227e-05,-35
jp121n02,spikeUnit13,71,0.56,233,23,0.0379702760049498,8
jp121n02,spikeUnit13,71,0.6,88,25,0.00430728306862135,-22
jp121n02,spikeUnit13,71,0.6,377,27,0.202774985313963,-18
jp121n02,spikeUnit14,71,0.6,233,14,0.0013487928698699,-7
jp121n02,spikeUnit14,71,0.56,377,21,0.000347700427599258,-16
jp121n02,spikeUnit14,71,0.56,233,23,0.403424433414072,31
jp121n02,spikeUnit14,71,0.6,88,25,0.00100508223769821,-13
jp121n02,spikeUnit14,71,0.6,377,27,0.647454819709864,17
jp121n02,spikeUnit15,71,0.6,233,14,0.117241743450704,8
jp121n02,spikeUnit15,71,0.56,377,21,0.00137149130103303,-34
jp121n02,spikeUnit15,71,0.56,233,23,0.320524213093353,28
jp121n02,spikeUnit15,71,0.6,88,25,0.00125610109491289,-5
jp121n02,spikeUnit15,71,0.6,377,27,0.149070029572659,10
jp121n02,spikeUnit16,71,0.6,233,14,0.584929908482782,26
jp121n02,spikeUnit16,71,0.56,377,21,0.0137575506502136,-71
jp121n02,spikeUnit16,71,0.56,233,23,0.149063163067971,49
jp121n02,spikeUnit16,71,0.6,88,25,0.0260315772440153,-11
jp121n02,spikeUnit16,71,0.6,377,27,0.505852503544031,14
jp121n02,spikeUnit19,71,0.6,233,14,0.263657799527694,57
jp121n02,spikeUnit19,71,0.56,377,21,0.244662045917614,-30
jp121n02,spikeUnit19,71,0.56,233,23,0.717216067285976,31
jp121n02,spikeUnit19,71,0.6,88,25,0.17901190703769,2
jp121n02,spikeUnit19,71,0.6,377,27,0.62051483210809,151
jp121n02,spikeUnit21,71,0.6,233,14,0.545162134855361,18
jp121n02,spikeUnit21,71,0.56,377,21,0.152592264880288,-10
jp121n02,spikeUnit21,71,0.56,233,23,0.171676760240253,11
jp121n02,spikeUnit21,71,0.6,88,25,0.0400620423696175,-6
jp121n02,spikeUnit21,71,0.6,377,27,0.808294911554324,9
jp121n02,spikeUnit22,71,0.6,233,14,0.11640659634988,18
jp121n02,spikeUnit22,71,0.56,377,21,0.000268879454071865,-35
jp121n02,spikeUnit22,71,0.56,233,23,0.619805835465527,22
jp121n02,spikeUnit22,71,0.6,88,25,0.843059556870686,82
jp121n02,spikeUnit22,71,0.6,377,27,0.194400608388532,14
jp121n02,spikeUnit24,71,0.6,233,14,0.770445423616141,40
jp121n02,spikeUnit24,71,0.56,377,21,0.0161688359749332,-14
jp121n02,spikeUnit24,71,0.56,233,23,0.14100977958555,7
jp121n02,spikeUnit24,71,0.6,88,25,0.709352318677468,45
jp121n02,spikeUnit24,71,0.6,377,27,0.40216897064738,10
jp121n02,spikeUnit25,71,0.6,233,14,0.817632984828703,27
jp121n02,spikeUnit25,71,0.56,377,21,0.161207445022957,0
jp121n02,spikeUnit25,71,0.56,233,23,0.913575525192279,27
jp121n02,spikeUnit25,71,0.6,88,25,0.0873661896010832,-16
jp121n02,spikeUnit25,71,0.6,377,27,0.737801298905451,163
jp121n02,spikeUnit26,71,0.6,233,14,0.0221946159017449,2
jp121n02,spikeUnit26,71,0.56,377,21,4.09600065650692e-06,-31
jp121n02,spikeUnit26,71,0.56,233,23,0.891783058169031,34
jp121n02,spikeUnit26,71,0.6,88,25,0.0173673864637143,3
jp121n02,spikeUnit26,71,0.6,377,27,0.172113711623245,-28
jp121n02,spikeUnit28,71,0.6,233,14,0.016259290045074,0
jp121n02,spikeUnit28,71,0.56,377,21,0.000143539153789821,-2
jp121n02,spikeUnit28,71,0.56,233,23,0.170692311891183,12
jp121n02,spikeUnit28,71,0.6,88,25,0.0866294159229576,-9
jp121n02,spikeUnit28,71,0.6,377,27,0.102359120779945,4
jp121n02,spikeUnit29,71,0.6,233,14,0.000246137661669178,-33
jp121n02,spikeUnit29,71,0.56,377,21,0.00492943887856784,-21
jp121n02,spikeUnit29,71,0.56,233,23,0.055027374225969,15
jp121n02,spikeUnit29,71,0.6,88,25,0.194447438977422,13
jp121n02,spikeUnit29,71,0.6,377,27,0.140685551027527,10
jp123n02,spikeUnit02,75,0.56,234,12,0.730791530716049,79
jp123n02,spikeUnit02,75,0.6,234,20,0.144265075538877,-33
jp123n02,spikeUnit02,75,0.56,379,21,0.788302173593187,24
jp123n02,spikeUnit02,75,0.6,379,27,0.350664936179672,NaN
jp123n02,spikeUnit02,75,0.56,88,30,0.965835646706827,31
jp123n02,spikeUnit06,75,0.56,234,12,0.160813254506441,-6
jp123n02,spikeUnit06,75,0.6,234,20,0.285223841938512,7
jp123n02,spikeUnit06,75,0.56,379,21,0.0611022379365475,-24
jp123n02,spikeUnit06,75,0.6,379,27,0.00917861857604481,-11
jp123n02,spikeUnit06,75,0.56,88,30,0.00113326065545069,49
jp123n02,spikeUnit07,75,0.56,234,12,0.435452144082245,16
jp123n02,spikeUnit07,75,0.6,234,20,0.485366981039589,21
jp123n02,spikeUnit07,75,0.56,379,21,0.514216553625245,20
jp123n02,spikeUnit07,75,0.6,379,27,0.774668079260719,37
jp123n02,spikeUnit07,75,0.56,88,30,0.94250946163366,24
jp123n02,spikeUnit08,75,0.56,234,12,0.744168195304671,30
jp123n02,spikeUnit08,75,0.6,234,20,0.299060256077034,NaN
jp123n02,spikeUnit08,75,0.56,379,21,0.000497397110560898,-75
jp123n02,spikeUnit08,75,0.6,379,27,0.606118503946522,109
jp123n02,spikeUnit08,75,0.56,88,30,0.37180480712712,98
jp123n02,spikeUnit20,75,0.56,234,12,0.811590312440157,24
jp123n02,spikeUnit20,75,0.6,234,20,0.668235884067871,46
jp123n02,spikeUnit20,75,0.56,379,21,0.561037383184298,19
jp123n02,spikeUnit20,75,0.6,379,27,0.196576032349148,8
jp123n02,spikeUnit20,75,0.56,88,30,0.84948040324822,50
jp123n02,spikeUnit22,75,0.56,234,12,0.0893925379944986,15
jp123n02,spikeUnit22,75,0.6,234,20,0.327890597876326,15
jp123n02,spikeUnit22,75,0.56,379,21,0.0583644437421944,10
jp123n02,spikeUnit22,75,0.6,379,27,0.349492843833841,18
jp123n02,spikeUnit22,75,0.56,88,30,0.98968919436594,22
jp123n02,spikeUnit23,75,0.56,234,12,0.445576493368734,195
jp123n02,spikeUnit23,75,0.6,234,20,0.674719682941794,230
jp123n02,spikeUnit23,75,0.56,379,21,0.967800394117624,134
jp123n02,spikeUnit23,75,0.6,379,27,0.456018318913381,172
jp123n02,spikeUnit23,75,0.56,88,30,0.240235729198304,9
jp123n02,spikeUnit25,75,0.56,234,12,0.0770439244300852,136
jp123n02,spikeUnit25,75,0.6,234,20,0.173647638163226,94
jp123n02,spikeUnit25,75,0.56,379,21,0.00132169419430463,-13
jp123n02,spikeUnit25,75,0.6,379,27,0.184490306058367,-15
jp123n02,spikeUnit25,75,0.56,88,30,0.505250505586954,20
jp123n02,spikeUnit26,75,0.56,234,12,0.425562974599503,2
jp123n02,spikeUnit26,75,0.6,234,20,0.0783494778672783,-75
jp123n02,spikeUnit26,75,0.56,379,21,0.465943550663347,-18
jp123n02,spikeUnit26,75,0.6,379,27,0.209369382836042,-61
jp123n02,spikeUnit26,75,0.56,88,30,0.755689078382091,71
jp123n02,spikeUnit27,75,0.56,234,12,0.298973872098768,6
jp123n02,spikeUnit27,75,0.6,234,20,0.268167068885371,19
jp123n02,spikeUnit27,75,0.56,379,21,0.0292870416229388,-21
jp123n02,spikeUnit27,75,0.6,379,27,0.703770740243521,38
jp123n02,spikeUnit27,75,0.56,88,30,0.0303738034300979,-75
jp123n02,spikeUnit28,75,0.56,234,12,0.276076399196646,13
jp123n02,spikeUnit28,75,0.6,234,20,0.387836506676692,10
jp123n02,spikeUnit28,75,0.56,379,21,0.664035007038419,13
jp123n02,spikeUnit28,75,0.6,379,27,0.00505373902295244,-50
jp123n02,spikeUnit28,75,0.56,88,30,0.716829951930671,16
jp123n02,spikeUnit30,75,0.56,234,12,0.025225466953539,-19
jp123n02,spikeUnit30,75,0.6,234,20,0.349140888326116,29
jp123n02,spikeUnit30,75,0.56,379,21,0.0248950418367739,-29
jp123n02,spikeUnit30,75,0.6,379,27,0.0925941191429687,57
jp123n02,spikeUnit30,75,0.56,88,30,0.361033072920881,24
jp123n02,spikeUnit31,75,0.56,234,12,0.00132679029719099,-2
jp123n02,spikeUnit31,75,0.6,234,20,0.000245278562432382,-9
jp123n02,spikeUnit31,75,0.56,379,21,4.63095695229433e-05,-37
jp123n02,spikeUnit31,75,0.6,379,27,0.00267094725334036,-9
jp123n02,spikeUnit31,75,0.56,88,30,0.848589466298226,26
jp123n02,spikeUnit32,75,0.56,234,12,2.17687422991545e-05,-17
jp123n02,spikeUnit32,75,0.6,234,20,0.0867477849566553,12
jp123n02,spikeUnit32,75,0.56,379,21,0.000828956676441521,-75
jp123n02,spikeUnit32,75,0.6,379,27,0.0884156896704524,11
jp123n02,spikeUnit32,75,0.56,88,30,0.751994184821388,24
jp124n04,spikeUnit01,94,0.56,232,10,0.263688668381317,18
jp124n04,spikeUnit01,94,0.6,232,10,0.646304369329021,50
jp124n04,spikeUnit01,94,0.6,89,11,0.0357085441074393,-4
jp124n04,spikeUnit01,94,0.6,380,23,0.676724352163403,22
jp124n04,spikeUnit01,94,0.56,380,33,0.833211702463802,133
jp124n04,spikeUnit01,94,0.56,89,39,0.301427512929689,18
jp124n04,spikeUnit05,94,0.56,232,10,0.909495626078829,24
jp124n04,spikeUnit05,94,0.6,232,10,0.0136373489919571,63
jp124n04,spikeUnit05,94,0.6,89,11,0.661298239959553,17
jp124n04,spikeUnit05,94,0.6,380,23,0.685587182626397,15
jp124n04,spikeUnit05,94,0.56,380,33,0.679328374537657,120
jp124n04,spikeUnit05,94,0.56,89,39,0.826470626803013,23
jp124n04,spikeUnit10,94,0.56,232,10,0.0011941180228699,-23
jp124n04,spikeUnit10,94,0.6,232,10,0.985055847242543,NaN
jp124n04,spikeUnit10,94,0.6,89,11,0.399838623335276,105
jp124n04,spikeUnit10,94,0.6,380,23,0.909971090538129,NaN
